"","draft_year","overall_pick","draft_team","player_name","college","years_active","total_games_played","total_minutes_played","total_points","total_rebounds","total_assists","fg_pct","fg3_pct","ft_pct","mpg","ppg","rpg","apg","win_shares","ws_per_48","bpm","vorp","educational_prestige","pick_bucket","career_bucket","team_conference"
"859",2004,16,"UTA","Kirk Snyder","Nevada",4,211,3540,1333,491,241,0.438,0.327,0.699,16.8,6.3,2.3,1.1,4.5,0.061,-1.2,0.7,"OtherCollege","MidtoLateFirst","AverageCareer","Western"
"860",2004,17,"ATL","Josh Smith",NA,13,894,29000,12996,6653,2789,0.452,0.285,0.632,32.4,14.5,7.4,3.1,51,0.084,1.7,27.2,"NonCollegiate","MidtoLateFirst","LongCareer","Eastern"
"861",2004,18,"NOP","J.R. Smith",NA,16,977,26275,12148,3073,2077,0.419,0.373,0.733,26.9,12.4,3.1,2.1,46.3,0.084,0.2,14.7,"NonCollegiate","MidtoLateFirst","LongCareer","Western"
"862",2004,19,"MIA","Dorell Wright",NA,11,549,12280,4597,2093,850,0.424,0.365,0.806,22.4,8.4,3.8,1.5,25.9,0.101,0.9,9.1,"NonCollegiate","MidtoLateFirst","LongCareer","Eastern"
"863",2004,20,"DEN","Jameer Nelson","Saint Joseph's",14,878,24539,9940,2595,4508,0.436,0.368,0.81,27.9,11.3,3,5.1,48.3,0.094,-0.1,11.6,"OtherCollege","MidtoLateFirst","LongCareer","Western"
"864",2004,21,"UTA","Pavel Podkolzin",NA,2,6,28,4,9,0,0,NA,0.5,4.7,0.7,1.5,0,-0.1,-0.163,-15,-0.1,"NonCollegiate","MidtoLateFirst","ShortCareer","Western"
"865",2004,22,"BRK","Viktor Khryapa",NA,4,143,2351,643,492,142,0.443,0.292,0.658,16.4,4.5,3.4,1,2,0.041,-3.5,-0.9,"NonCollegiate","MidtoLateFirst","ShortCareer","Eastern"
"866",2004,23,"POR","Sergei Monia",NA,1,26,343,77,52,19,0.333,0.265,0.714,13.2,3,2,0.7,-0.2,-0.025,-5.3,-0.3,"NonCollegiate","MidtoLateFirst","ShortCareer","Western"
"867",2004,24,"BOS","Delonte West","Saint Joseph's",8,432,11842,4198,1265,1540,0.448,0.372,0.826,27.4,9.7,2.9,3.6,24.5,0.099,0.9,8.7,"OtherCollege","MidtoLateFirst","AverageCareer","Eastern"
"868",2004,25,"BOS","Tony Allen","Oklahoma State",14,820,18055,6654,2884,1077,0.475,0.282,0.709,22,8.1,3.5,1.3,38.7,0.103,0.3,10.4,"OtherCollege","MidtoLateFirst","LongCareer","Eastern"
"869",2004,26,"SAC","Kevin Martin","Western Carolina University",12,714,21559,12396,2278,1352,0.437,0.384,0.87,30.2,17.4,3.2,1.9,61.3,0.137,1,16.1,"OtherCollege","MidtoLateFirst","LongCareer","Western"
"870",2004,27,"LAL","Sasha Vujačić",NA,10,581,8908,3094,1093,748,0.39,0.367,0.858,15.3,5.3,1.9,1.3,16,0.086,-1,2.3,"NonCollegiate","MidtoLateFirst","LongCareer","Western"
"871",2004,28,"SAS","Beno Udrih",NA,13,831,18185,6952,1712,2858,0.463,0.349,0.833,21.9,8.4,2.1,3.4,31.4,0.083,-0.9,4.9,"NonCollegiate","MidtoLateFirst","LongCareer","Western"
"872",2004,29,"IND","David Harrison","Colorado",4,189,2686,949,549,47,0.53,NA,0.525,14.2,5,2.9,0.2,3.2,0.057,-4.4,-1.7,"OtherCollege","MidtoLateFirst","ShortCareer","Eastern"
"873",2004,30,"ORL","Anderson Varejão",NA,14,632,15087,4574,4531,737,0.509,0.023,0.63,23.9,7.2,7.2,1.2,46.4,0.148,0.3,8.8,"NonCollegiate","MidtoLateFirst","LongCareer","Eastern"
"874",2004,31,"CHI","Jackson Vroman","Iowa State",2,87,1111,285,261,51,0.408,0,0.58,12.8,3.3,3,0.6,0,0.001,-5.1,-0.9,"OtherCollege","SecondRound","ShortCareer","Eastern"
"875",2004,32,"WAS","Peter John Ramos",NA,1,6,20,11,4,0,0.5,NA,0.5,3.3,1.8,0.7,0,0,-0.108,-10,0,"NonCollegiate","SecondRound","ShortCareer","Eastern"
"876",2004,33,"LAC","Lionel Chalmers","Xavier",1,36,433,111,31,51,0.336,0.245,0.625,12,3.1,0.9,1.4,-0.2,-0.025,-5.3,-0.4,"OtherCollege","SecondRound","ShortCareer","Western"
"877",2004,34,"ATL","Donta Smith","Southeastern Illinois College",2,61,560,165,66,48,0.421,0.308,0.65,9.2,2.7,1.1,0.8,0.5,0.043,-3.2,-0.2,"OtherCollege","SecondRound","ShortCareer","Eastern"
"878",2004,35,"OKC","Andre Emmett","Texas Tech",2,14,73,20,8,1,0.462,0,0.615,5.2,1.4,0.6,0.1,0.1,0.04,-5.5,-0.1,"OtherCollege","SecondRound","ShortCareer","Western"
"879",2004,36,"ORL","Antonio Burks","Memphis",2,81,789,186,49,104,0.387,0.235,0.571,9.7,2.3,0.6,1.3,0.1,0.004,-5,-0.6,"OtherCollege","SecondRound","ShortCareer","Eastern"
"880",2004,37,"ATL","Royal Ivey","Texas",10,492,6162,1641,557,501,0.406,0.361,0.706,12.5,3.3,1.1,1,4.5,0.035,-3.8,-2.7,"OtherCollege","SecondRound","LongCareer","Eastern"
"881",2004,38,"CHI","Chris Duhon","Duke",9,606,15526,3946,1364,2690,0.393,0.363,0.784,25.6,6.5,2.3,4.4,25,0.077,-1.2,3.2,"PowerSchool","SecondRound","LongCareer","Eastern"
"883",2004,40,"BOS","Justin Reed","Ole Miss",3,136,1436,472,186,68,0.404,0,0.752,10.6,3.5,1.4,0.5,0.5,0.016,-5.9,-1.4,"OtherCollege","SecondRound","ShortCareer","Eastern"
"886",2004,43,"NYK","Trevor Ariza","UCLA",18,1118,32953,11593,5356,2379,0.422,0.351,0.731,29.5,10.4,4.8,2.1,64.3,0.094,0.6,21.8,"PowerSchool","SecondRound","LongCareer","Eastern"
"888",2004,45,"CHO","Bernard Robinson","Michigan",3,128,1909,576,315,126,0.417,0.161,0.786,14.9,4.5,2.5,1,2,0.049,-2,0,"OtherCollege","SecondRound","ShortCareer","Eastern"
"889",2004,46,"POR","Ha Seung-Jin",NA,2,46,316,70,67,3,0.519,NA,0.5,6.9,1.5,1.5,0.1,-0.2,-0.029,-8.8,-0.5,"NonCollegiate","SecondRound","ShortCareer","Western"
"890",2004,47,"MIA","Pape Sow","Cal State Fullerton",3,76,879,219,214,12,0.416,NA,0.678,11.6,2.9,2.8,0.2,0.8,0.044,-5.7,-0.8,"OtherCollege","SecondRound","ShortCareer","Eastern"
"893",2004,50,"DAL","Vassilis Spanoulis",NA,1,31,272,85,22,28,0.319,0.172,0.81,8.8,2.7,0.7,0.9,-0.1,-0.01,-5.9,-0.3,"NonCollegiate","SecondRound","ShortCareer","Western"
"896",2004,53,"MIA","Matt Freije","Vanderbilt",2,42,588,133,85,27,0.293,0.224,0.714,14,3.2,2,0.6,-0.6,-0.047,-6,-0.6,"OtherCollege","SecondRound","ShortCareer","Eastern"
"898",2004,55,"HOU","Luis Flores","Manhattan College",1,16,77,35,3,11,0.483,0.5,1,4.8,2.2,0.2,0.7,0,-0.02,-4.8,0,"OtherCollege","SecondRound","ShortCareer","Western"
"903",2005,1,"MIL","Andrew Bogut","Utah",14,706,19862,6808,6112,1546,0.535,0.12,0.557,28.1,9.6,8.7,2.2,50.6,0.122,1.2,16,"OtherCollege","Top5","LongCareer","Eastern"
"904",2005,2,"ATL","Marvin Williams","UNC",15,1072,30159,10965,5546,1373,0.443,0.361,0.808,28.1,10.2,5.2,1.3,65.1,0.104,-0.4,12.3,"OtherCollege","Top5","LongCareer","Eastern"
"905",2005,3,"UTA","Deron Williams","Illinois",12,845,28865,13804,2619,6819,0.445,0.357,0.822,34.2,16.3,3.1,8.1,77.3,0.129,1.9,28.3,"OtherCollege","Top5","LongCareer","Western"
"906",2005,4,"NOP","Chris Paul","Wake Forest",17,1155,39896,20936,5206,10977,0.473,0.369,0.871,34.5,18.1,4.5,9.5,198.9,0.239,7.3,93.7,"OtherCollege","Top5","LongCareer","Western"
"907",2005,5,"CHO","Raymond Felton","UNC",14,971,28829,10853,2867,5096,0.412,0.329,0.79,29.7,11.2,3,5.2,40.2,0.067,-0.6,10.1,"OtherCollege","Top5","LongCareer","Eastern"
"908",2005,6,"POR","Martell Webster",NA,10,580,13914,5056,1811,588,0.418,0.382,0.791,24,8.7,3.1,1,24.7,0.085,-0.8,4.3,"NonCollegiate","Lottery","LongCareer","Western"
"909",2005,7,"TOR","Charlie Villanueva","UConn",11,656,13578,6808,3019,549,0.435,0.341,0.772,20.7,10.4,4.6,0.8,22.6,0.08,-0.6,4.7,"PowerSchool","Lottery","LongCareer","Eastern"
"910",2005,8,"NYK","Channing Frye","Arizona",13,890,19772,7786,4002,864,0.44,0.388,0.822,22.2,8.7,4.5,1,38.9,0.094,-0.4,8,"OtherCollege","Lottery","LongCareer","Eastern"
"911",2005,9,"GSW","Ike Diogu","Arizona State",6,225,2795,1348,689,69,0.509,0.5,0.786,12.4,6,3.1,0.3,6.5,0.112,-3,-0.7,"OtherCollege","Lottery","AverageCareer","Western"
"912",2005,10,"LAL","Andrew Bynum",NA,8,418,10690,4822,3221,490,0.556,0.111,0.69,25.6,11.5,7.7,1.2,37.4,0.168,1.4,9.1,"NonCollegiate","Lottery","AverageCareer","Western"
"914",2005,12,"LAC","Yaroslav Korolev",NA,2,34,168,39,16,13,0.283,0.25,0.625,4.9,1.1,0.5,0.4,-0.1,-0.024,-5.2,-0.1,"NonCollegiate","Lottery","ShortCareer","Western"
"915",2005,13,"CHO","Sean May","UNC",4,119,1868,821,481,115,0.458,0.231,0.746,15.7,6.9,4,1,2.6,0.068,-1.7,0.2,"OtherCollege","Lottery","ShortCareer","Eastern"
"916",2005,14,"MIN","Rashad McCants","UNC",4,249,5037,2479,506,331,0.431,0.368,0.741,20.2,10,2,1.3,3.6,0.035,-1.7,0.4,"OtherCollege","Lottery","AverageCareer","Western"
"917",2005,15,"BRK","Antoine Wright","Texas A&M",6,297,5714,1614,681,295,0.412,0.304,0.674,19.2,5.4,2.3,1,3.1,0.026,-3.7,-2.4,"OtherCollege","MidtoLateFirst","AverageCareer","Eastern"
"918",2005,16,"TOR","Joey Graham","Oklahoma State",6,377,6117,2239,1058,207,0.483,0.3,0.815,16.2,5.9,2.8,0.5,7.8,0.061,-3.6,-2.4,"OtherCollege","MidtoLateFirst","AverageCareer","Eastern"
"919",2005,17,"IND","Danny Granger","New Mexico",10,586,18487,9855,2888,1097,0.434,0.38,0.848,31.5,16.8,4.9,1.9,48.5,0.126,1.8,17.7,"OtherCollege","MidtoLateFirst","LongCareer","Eastern"
"920",2005,18,"BOS","Gerald Green",NA,12,658,13026,6412,1639,596,0.417,0.361,0.818,19.8,9.7,2.5,0.9,18.4,0.068,-1.3,2.4,"NonCollegiate","MidtoLateFirst","LongCareer","Eastern"
"921",2005,19,"MEM","Hakim Warrick","Syracuse",8,526,10624,4947,2117,400,0.49,0.191,0.726,20.2,9.4,4,0.8,20.4,0.092,-1.9,0.4,"OtherCollege","MidtoLateFirst","LongCareer","Western"
"922",2005,20,"DEN","Julius Hodge","NC State",2,23,98,28,15,18,0.44,NA,0.5,4.3,1.2,0.7,0.8,0,0.003,-3.7,0,"OtherCollege","MidtoLateFirst","ShortCareer","Western"
"923",2005,21,"PHO","Nate Robinson","Washington",11,618,13878,6807,1446,1826,0.423,0.36,0.796,22.5,11,2.3,3,27.8,0.096,0.5,8.6,"OtherCollege","MidtoLateFirst","LongCareer","Western"
"924",2005,22,"DEN","Jarrett Jack","Georgia Tech",13,867,24140,9349,2487,3952,0.44,0.343,0.855,27.8,10.8,2.9,4.6,36.8,0.073,-0.9,6.5,"OtherCollege","MidtoLateFirst","LongCareer","Western"
"925",2005,23,"SAC","Francisco García","Louisville",10,549,11853,4323,1400,747,0.427,0.357,0.799,21.6,7.9,2.6,1.4,18.2,0.074,-0.1,5.7,"PowerSchool","MidtoLateFirst","LongCareer","Western"
"926",2005,24,"HOU","Luther Head","Illinois",6,348,7797,2842,845,747,0.423,0.388,0.773,22.4,8.2,2.4,2.1,14.7,0.09,0.1,4.2,"OtherCollege","MidtoLateFirst","AverageCareer","Western"
"927",2005,25,"OKC","Johan Petro",NA,8,473,7262,2202,1836,227,0.462,0.154,0.678,15.4,4.7,3.9,0.5,5.5,0.037,-4.6,-4.6,"NonCollegiate","MidtoLateFirst","LongCareer","Western"
"928",2005,26,"DET","Jason Maxiell","Cincinnati",10,618,11379,3481,2576,266,0.495,0,0.564,18.4,5.6,4.2,0.4,20.3,0.086,-2.5,-1.4,"PowerSchool","MidtoLateFirst","LongCareer","Eastern"
"929",2005,27,"POR","Linas Kleiza","Missouri",7,409,8185,3561,1470,321,0.435,0.335,0.763,20,8.7,3.6,0.8,13.6,0.08,-2.3,-0.7,"OtherCollege","MidtoLateFirst","AverageCareer","Western"
"930",2005,28,"SAS","Ian Mahinmi",NA,12,618,10353,3209,2705,357,0.533,0.16,0.612,16.8,5.2,4.4,0.6,26.1,0.121,-2,0.1,"NonCollegiate","MidtoLateFirst","LongCareer","Western"
"931",2005,29,"MIA","Wayne Simien","Kansas",2,51,507,169,99,11,0.469,NA,0.854,9.9,3.3,1.9,0.2,0.9,0.083,-4.4,-0.3,"PowerSchool","MidtoLateFirst","ShortCareer","Eastern"
"932",2005,30,"NYK","David Lee","Florida",12,829,24293,11232,7320,1825,0.535,0.034,0.772,29.3,13.5,8.8,2.2,76,0.15,1.1,19.2,"OtherCollege","MidtoLateFirst","LongCareer","Eastern"
"933",2005,31,"ATL","Salim Stoudamire","Arizona",3,157,2672,1260,214,164,0.407,0.366,0.882,17,8,1.4,1,2.2,0.04,-2.9,-0.6,"OtherCollege","SecondRound","ShortCareer","Eastern"
"934",2005,32,"LAC","Daniel Ewing","Duke",2,127,1683,431,158,174,0.389,0.295,0.78,13.3,3.4,1.2,1.4,0.8,0.024,-3,-0.4,"PowerSchool","SecondRound","ShortCareer","Western"
"935",2005,33,"NOP","Brandon Bass","LSU",12,758,16410,6575,3448,608,0.499,0.207,0.832,21.6,8.7,4.5,0.8,42.8,0.125,-0.8,5.1,"OtherCollege","SecondRound","LongCareer","Western"
"936",2005,34,"UTA","C.J. Miles",NA,16,849,17284,8108,2011,914,0.411,0.358,0.809,20.4,9.6,2.4,1.1,30.1,0.084,-0.4,6.9,"NonCollegiate","SecondRound","LongCareer","Western"
"938",2005,36,"MIL","Ersan İlyasova",NA,13,825,18957,8364,4661,908,0.443,0.367,0.777,23,10.1,5.6,1.1,48.8,0.124,-0.1,9,"NonCollegiate","SecondRound","LongCareer","Eastern"
"939",2005,37,"LAL","Ronny Turiaf","Gonzaga",10,473,8020,2209,1757,618,0.533,0,0.636,17,4.7,3.7,1.3,19.2,0.115,0.3,4.7,"OtherCollege","SecondRound","LongCareer","Western"
"940",2005,38,"ORL","Travis Diener","Marquette",5,179,2660,854,243,432,0.388,0.353,0.847,14.9,4.8,1.4,2.4,5.6,0.102,-0.4,1.1,"OtherCollege","SecondRound","ShortCareer","Eastern"
"941",2005,39,"LAL","Von Wafer","Florida State",6,200,2475,1054,234,146,0.42,0.325,0.751,12.4,5.3,1.2,0.7,3.3,0.064,-1.8,0.1,"OtherCollege","SecondRound","AverageCareer","Western"
"942",2005,40,"GSW","Monta Ellis",NA,12,833,29011,14858,2874,3856,0.451,0.314,0.772,34.8,17.8,3.5,4.6,41.9,0.069,-0.3,12.4,"NonCollegiate","SecondRound","LongCareer","Western"
"943",2005,41,"TOR","Roko Ukić",NA,2,85,987,341,78,165,0.387,0.189,0.746,11.6,4,0.9,1.9,-0.2,-0.007,-4.3,-0.6,"NonCollegiate","SecondRound","ShortCareer","Eastern"
"944",2005,42,"GSW","Chris Taft","Pitt",1,17,144,47,36,2,0.605,NA,0.167,8.5,2.8,2.1,0.1,0.5,0.155,-0.7,0,"OtherCollege","SecondRound","ShortCareer","Western"
"945",2005,43,"BRK","Mile Ilić",NA,1,5,6,0,1,0,0,NA,NA,1.2,0,0.2,0,-0.2,-1.264,-52,-0.1,"NonCollegiate","SecondRound","ShortCareer","Eastern"
"946",2005,44,"ORL","Martynas Andriuškevičius",NA,1,6,9,0,4,0,0,NA,NA,1.5,0,0.7,0,0,0.155,5.2,0,"NonCollegiate","SecondRound","ShortCareer","Eastern"
"947",2005,45,"PHI","Lou Williams",NA,17,1123,27104,15593,2484,3789,0.419,0.351,0.842,24.1,13.9,2.2,3.4,65.7,0.116,1.4,23.2,"NonCollegiate","SecondRound","LongCareer","Eastern"
"949",2005,47,"MIN","Bracey Wright","Indiana",2,26,325,129,39,20,0.405,0.324,0.794,12.5,5,1.5,0.8,0.5,0.068,-1.6,0,"PowerSchool","SecondRound","ShortCareer","Western"
"950",2005,48,"OKC","Mickaël Gelabale",NA,3,145,2348,670,330,115,0.47,0.316,0.815,16.2,4.6,2.3,0.8,3,0.062,-2.1,0,"NonCollegiate","SecondRound","ShortCareer","Western"
"951",2005,49,"WAS","Andray Blatche",NA,9,564,12462,5706,3024,798,0.467,0.237,0.725,22.1,10.1,5.4,1.4,19.2,0.074,-0.8,3.8,"NonCollegiate","SecondRound","LongCareer","Eastern"
"952",2005,50,"BOS","Ryan Gomes","Providence",8,487,13463,4926,2239,712,0.445,0.349,0.799,27.6,10.1,4.6,1.5,19.4,0.069,-1.6,1.4,"OtherCollege","SecondRound","LongCareer","Eastern"
"953",2005,51,"UTA","Robert Whaley","Walsh University",1,23,212,49,43,17,0.404,NA,0.5,9.2,2.1,1.9,0.7,0,0.004,-5.1,-0.2,"OtherCollege","SecondRound","ShortCareer","Western"
"955",2005,53,"BOS","Orien Greene","Louisiana",4,131,1555,326,195,155,0.387,0.212,0.642,11.9,2.5,1.5,1.2,-0.7,-0.022,-4.6,-1,"OtherCollege","SecondRound","ShortCareer","Eastern"
"956",2005,54,"NYK","Dijon Thompson","UCLA",2,16,93,45,19,3,0.425,0.308,0.875,5.8,2.8,1.2,0.2,0.2,0.102,-0.5,0,"PowerSchool","SecondRound","ShortCareer","Eastern"
"957",2005,55,"OKC","Lawrence Roberts","Mississippi State",2,87,1150,334,310,35,0.452,0,0.688,13.2,3.8,3.6,0.4,2.5,0.106,-1.9,0,"OtherCollege","SecondRound","ShortCareer","Western"
"958",2005,56,"DET","Amir Johnson",NA,14,870,18323,6102,4692,1073,0.57,0.332,0.673,21.1,7,5.4,1.2,55.3,0.145,0.3,10.6,"NonCollegiate","SecondRound","LongCareer","Eastern"
"959",2005,57,"PHO","Marcin Gortat",NA,12,806,20691,7951,6407,915,0.551,0.15,0.68,25.7,9.9,7.9,1.1,61.3,0.142,0.4,12.7,"NonCollegiate","SecondRound","LongCareer","Western"
"960",2005,58,"TOR","Uroš Slokar",NA,1,20,72,38,14,1,0.538,0.5,0.692,3.6,1.9,0.7,0.1,0.1,0.042,-5.6,-0.1,"NonCollegiate","SecondRound","ShortCareer","Eastern"
"962",2005,60,"DET","Alex Acker","Pepperdine",2,30,234,81,29,16,0.37,0.32,0.5,7.8,2.7,1,0.5,-0.2,-0.043,-5.3,-0.2,"OtherCollege","SecondRound","ShortCareer","Eastern"
"963",2006,1,"TOR","Andrea Bargnani",NA,10,550,15806,7873,2541,653,0.439,0.354,0.824,28.7,14.3,4.6,1.2,18.9,0.057,-1.6,1.5,"NonCollegiate","Top5","LongCareer","Eastern"
"964",2006,2,"CHI","LaMarcus Aldridge","Texas",16,1076,36242,20558,8736,2076,0.493,0.32,0.813,33.7,19.1,8.1,1.9,115.7,0.153,1.7,33.4,"OtherCollege","Top5","LongCareer","Eastern"
"965",2006,3,"CHO","Adam Morrison","Gonzaga",3,161,3278,1200,342,222,0.373,0.331,0.71,20.4,7.5,2.1,1.4,-1.4,-0.021,-5,-2.4,"OtherCollege","Top5","ShortCareer","Eastern"
"966",2006,4,"POR","Tyrus Thomas","LSU",8,402,7932,3093,1938,347,0.438,0.235,0.732,19.7,7.7,4.8,0.9,13,0.078,-1.2,1.7,"OtherCollege","Top5","AverageCareer","Western"
"967",2006,5,"ATL","Shelden Williams","Duke",6,361,5586,1618,1562,163,0.462,0.222,0.74,15.5,4.5,4.3,0.5,9.9,0.085,-3,-1.5,"PowerSchool","Top5","AverageCareer","Eastern"
"968",2006,6,"MIN","Brandon Roy","Washington",6,326,11561,6136,1388,1517,0.459,0.348,0.8,35.5,18.8,4.3,4.7,37.4,0.155,3.6,16.3,"OtherCollege","Lottery","AverageCareer","Western"
"969",2006,7,"BOS","Randy Foye","Villanova",11,752,19279,7729,1686,2112,0.401,0.366,0.852,25.6,10.3,2.2,2.8,23.5,0.058,-1.2,3.8,"PowerSchool","Lottery","LongCareer","Eastern"
"970",2006,8,"HOU","Rudy Gay","UConn",16,1064,33745,17349,6120,2223,0.453,0.349,0.799,31.7,16.3,5.8,2.1,60.7,0.086,0.7,22.8,"PowerSchool","Lottery","LongCareer","Western"
"971",2006,9,"GSW","Patrick O'Bryant","Bradley",4,90,524,186,127,25,0.494,0,0.583,5.8,2.1,1.4,0.3,0.5,0.046,-4.6,-0.3,"OtherCollege","Lottery","ShortCareer","Western"
"972",2006,10,"OKC","Mouhamed Sene",NA,3,47,260,103,75,1,0.427,NA,0.589,5.5,2.2,1.6,0,0.3,0.052,-5.1,-0.2,"NonCollegiate","Lottery","ShortCareer","Western"
"973",2006,11,"ORL","J.J. Redick","Duke",15,940,23964,12028,1903,1862,0.447,0.415,0.892,25.5,12.8,2,2,63.7,0.128,0.6,16,"PowerSchool","Lottery","LongCareer","Eastern"
"974",2006,12,"NOP","Hilton Armstrong","UConn",6,292,3378,880,766,102,0.501,0.286,0.582,11.6,3,2.6,0.3,3.9,0.055,-4.1,-1.8,"PowerSchool","Lottery","AverageCareer","Western"
"975",2006,13,"PHI","Thabo Sefolosha",NA,14,869,19062,4994,3252,1196,0.449,0.349,0.732,21.9,5.7,3.7,1.4,39.3,0.099,0.6,12.4,"NonCollegiate","Lottery","LongCareer","Eastern"
"976",2006,14,"UTA","Ronnie Brewer","Arkansas",8,502,11539,3940,1427,828,0.49,0.254,0.675,23,7.8,2.8,1.6,30.4,0.127,1.6,10.6,"OtherCollege","Lottery","LongCareer","Western"
"977",2006,15,"NOP","Cedric Simmons","NC State",3,75,705,163,141,14,0.409,NA,0.39,9.4,2.2,1.9,0.2,0.1,0.005,-5,-0.5,"OtherCollege","MidtoLateFirst","ShortCareer","Western"
"978",2006,16,"CHI","Rodney Carney","Memphis",5,299,4600,1778,588,132,0.422,0.338,0.704,15.4,5.9,2,0.4,6.2,0.064,-1.6,0.5,"OtherCollege","MidtoLateFirst","AverageCareer","Eastern"
"979",2006,17,"IND","Shawne Williams","Memphis",7,314,5368,1769,945,220,0.403,0.339,0.755,17.1,5.6,3,0.7,6.7,0.06,-2.2,-0.3,"OtherCollege","MidtoLateFirst","AverageCareer","Eastern"
"980",2006,18,"WAS","Oleksiy Pecherov",NA,3,111,1044,438,266,20,0.386,0.29,0.793,9.4,3.9,2.4,0.2,0.5,0.025,-4.8,-0.7,"NonCollegiate","MidtoLateFirst","ShortCareer","Eastern"
"981",2006,19,"SAC","Quincy Douby","Rutgers University",3,143,1535,588,152,93,0.389,0.312,0.884,10.7,4.1,1.1,0.7,0,0,-3.5,-0.6,"OtherCollege","MidtoLateFirst","ShortCareer","Western"
"982",2006,20,"NYK","Renaldo Balkman","South Carolina",6,221,3064,894,769,132,0.51,0.172,0.542,13.9,4,3.5,0.6,7.2,0.113,0.1,1.6,"OtherCollege","MidtoLateFirst","AverageCareer","Eastern"
"983",2006,21,"PHO","Rajon Rondo","Kentucky",16,957,28570,9337,4349,7584,0.456,0.324,0.611,29.9,9.8,4.5,7.9,61.8,0.104,1.2,23.2,"PowerSchool","MidtoLateFirst","LongCareer","Western"
"984",2006,22,"BRK","Marcus Williams","UConn",4,203,3095,1128,361,574,0.386,0.321,0.767,15.2,5.6,1.8,2.8,0,-0.001,-3.3,-1,"PowerSchool","MidtoLateFirst","AverageCareer","Eastern"
"985",2006,23,"BRK","Josh Boone","UConn",4,256,4482,1340,1258,125,0.544,NA,0.445,17.5,5.2,4.9,0.5,9.1,0.097,-2,0,"PowerSchool","MidtoLateFirst","AverageCareer","Eastern"
"986",2006,24,"MEM","Kyle Lowry","Villanova",16,1023,32613,15116,4475,6469,0.425,0.368,0.813,31.9,14.8,4.4,6.3,104.6,0.154,3.1,41.8,"PowerSchool","MidtoLateFirst","LongCareer","Western"
"987",2006,25,"CLE","Shannon Brown","Michigan State",9,408,7329,3118,760,458,0.42,0.332,0.807,18,7.6,1.9,1.1,9.2,0.06,-1.5,1,"OtherCollege","MidtoLateFirst","AverageCareer","Eastern"
"988",2006,26,"LAL","Jordan Farmar","UCLA",10,504,9840,3888,958,1453,0.423,0.374,0.739,19.5,7.7,1.9,2.9,13.9,0.068,-0.5,3.7,"PowerSchool","MidtoLateFirst","LongCareer","Western"
"989",2006,27,"PHO","Sergio Rodríguez",NA,5,353,5281,1747,525,1183,0.409,0.337,0.739,15,4.9,1.5,3.4,4.3,0.039,-2,0.1,"NonCollegiate","MidtoLateFirst","AverageCareer","Western"
"990",2006,28,"DAL","Maurice Ager","Michigan State",4,82,505,169,46,19,0.339,0.25,0.566,6.2,2.1,0.6,0.2,-0.9,-0.089,-9.4,-0.9,"OtherCollege","MidtoLateFirst","ShortCareer","Western"
"991",2006,29,"NYK","Mardy Collins","Temple",4,189,2771,742,336,327,0.38,0.299,0.599,14.7,3.9,1.8,1.7,-1.6,-0.027,-4.4,-1.7,"OtherCollege","MidtoLateFirst","ShortCareer","Eastern"
"992",2006,30,"POR","Joel Freeland",NA,3,151,1821,477,518,65,0.459,0,0.728,12.1,3.2,3.4,0.4,3.2,0.084,-3.3,-0.6,"NonCollegiate","MidtoLateFirst","ShortCareer","Western"
"993",2006,31,"POR","James White","Cincinnati",3,67,583,182,68,35,0.438,0.34,0.676,8.7,2.7,1,0.5,0.8,0.062,-3.2,-0.2,"PowerSchool","SecondRound","ShortCareer","Western"
"994",2006,32,"HOU","Steve Novak","Marquette",11,467,5657,2177,591,132,0.437,0.43,0.877,12.1,4.7,1.3,0.3,14.5,0.123,0.8,4,"OtherCollege","SecondRound","LongCareer","Western"
"995",2006,33,"ATL","Solomon Jones","South Florida",8,281,3092,839,654,99,0.467,0.111,0.717,11,3,2.3,0.4,5,0.078,-4,-1.6,"OtherCollege","SecondRound","AverageCareer","Eastern"
"996",2006,34,"LAC","Paul Davis","Michigan State",4,82,702,217,158,32,0.402,0,0.732,8.6,2.6,1.9,0.4,0.5,0.035,-4.2,-0.4,"OtherCollege","SecondRound","ShortCareer","Western"
"997",2006,35,"TOR","P.J. Tucker","Texas",11,777,22529,5536,4390,1149,0.425,0.364,0.748,29,7.1,5.6,1.5,40,0.085,-0.7,7.2,"OtherCollege","SecondRound","LongCareer","Eastern"
"998",2006,36,"MIN","Craig Smith","Boston College",6,403,6826,3080,1567,322,0.553,0.037,0.661,16.9,7.6,3.9,0.8,16,0.113,-1.2,1.4,"OtherCollege","SecondRound","AverageCareer","Western"
"999",2006,37,"MIN","Bobby Jones","Washington",2,91,867,288,149,44,0.442,0.306,0.685,9.5,3.2,1.6,0.5,1.1,0.06,-4.1,-0.5,"OtherCollege","SecondRound","ShortCareer","Western"
"1000",2006,38,"GSW","Kosta Perović",NA,1,7,38,10,13,1,0.3,NA,0.667,5.4,1.4,1.9,0.1,0,0.06,-5.9,0,"NonCollegiate","SecondRound","ShortCareer","Western"
"1001",2006,39,"MIL","David Noel","UNC",1,68,792,184,123,65,0.367,0.321,0.86,11.6,2.7,1.8,1,0.4,0.024,-3.1,-0.2,"OtherCollege","SecondRound","ShortCareer","Eastern"
